"","X.1","Exp","DistC","DistN","BarC","BarN","CalleC","CalleN","PC","DiaSN","DiaSn","DiaTipo","Ano","Mesn","MesN","Dia","Turno","Hora","Causa","Veh","Sexo","Edad","PersT","Sit","Vict","X","Y","Long","Lat"
"8882",8882,"2017S008022    ",7,"Horta-Guinardó",43,"Horta",701309,"Botticelli","0001X0001X","Dijous","Dj","Laboral",2017,9,"Setembre",28,"Nit",22,"No és causa del  vianant","Motocicleta","Home","22","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",429293.92,4587413.06,"2.152577","41.433329"
"8883",8883,"2017S008023    ",3,"Sants-Montjuïc",11,"el Poble-sec",701266,"Litoral (Llobregat)","001190000","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Nit",2,"No és causa del  vianant","Motocicleta","Home","20","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",430854.77,4580025.56,"2.172104","41.366923"
"8884",8884,"2017S008024    ",9,"Sant Andreu",60,"Sant Andreu",279804,"Residència","0005 0005","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Nit",3,"No és causa del  vianant","Ciclomotor","Dona","51","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",432538.63,4588101.98,"2.191336","41.439805"
"8885",8885,"2017S008025    ",10,"Sant Martí",70,"el Besòs i el Maresme",701266,"Litoral (Llobregat)","000580000","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",7,"No és causa del  vianant","Motocicleta","Dona","45","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",434871.49,4584474.96,"2.219651","41.40733"
"8886",8886,"2017S008026    ",2,"Eixample",7,"la Dreta de l'Eixample",222002,"Mossèn Jacint Verdaguer","9999 9999","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",8,"No és causa del  vianant","Motocicleta","Home","25","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",430706.38,4583594.24,"2.169926","41.399056"
"8887",8887,"2017S008027    ",1,"Ciutat Vella",1,"el Raval",701367,"Raval","0015B0015B","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",9,"Altres","Turisme","Home","73","Vianant","Desconegut","Ferit lleu: Hospitalització fins a 24h",430628.9,4581387.1,"2.169246","41.379171"
"8888",8888,"2017S008028    ",10,"Sant Martí",71,"Provençals del Poblenou",249304,"Pere IV","0416 0416","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",9,"Desobeir el senyal del semàfor","Ciclomotor","Dona","26","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433646.61,4585020.79,"2.204937","41.412147"
"8889",8889,"2017S008029    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",44403,"Bolívia","0012 0016","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",9,"No és causa del  vianant","Bicicleta","Dona","34","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",432265.78,4583782.76,"2.188553","41.400882"
"8890",8890,"2017S008030    ",2,"Eixample",5,"el Fort Pienc",100800,"Diputació","0470 0470","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",10,"No és causa del  vianant","Motocicleta","Home","26","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",431735.23,4583864.1,"2.182204","41.401575"
"8891",8891,"2017S008031    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",58601,"Can Caralleu","0025 0025","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",10,"No és causa del  vianant","Motocicleta","Home","26","Conductor","Presentat","Ferit greu: hospitalització superior a 24h",426028.42,4583770.14,"2.113949","41.400224"
"8892",8892,"2017S008033    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",209900,"Meridiana","0016 0018","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",11,"No és causa del  vianant","Autocar","Dona","43","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",432141.2,4582925.47,"2.187166","41.393153"
"8893",8893,"2017S008033    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",209900,"Meridiana","0016 0018","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",11,"No és causa del  vianant","Tren o tramvia","Home","39","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",432141.2,4582925.47,"2.187166","41.393153"
"8894",8894,"2017S008034    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",350308,"València","0147 0147","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",12,"No és causa del  vianant","Motocicleta","Home","47","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",429561.55,4582335.03,"2.156376","41.387617"
"8895",8895,"2017S008035    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701487,"Transversal 7","0037 0037","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",12,"No és causa del  vianant","Bicicleta","Home","48","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",426304.27,4576035.36,"2.118191","41.330583"
"8896",8896,"2017S008036    ",10,"Sant Martí",71,"Provençals del Poblenou",30409,"Bac de Roda","0119X0119X","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",12,"No és causa del  vianant","Motocicleta","Home","37","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433418.02,4584638.64,"2.202251","41.408688"
"8897",8897,"2017S008036    ",10,"Sant Martí",71,"Provençals del Poblenou",30409,"Bac de Roda","0119X0119X","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",12,"No és causa del  vianant","Motocicleta","Home","42","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",433418.02,4584638.64,"2.202251","41.408688"
"8898",8898,"2017S008037    ",3,"Sants-Montjuïc",13,"la Marina de Port",12702,"Alumini","0002 0002","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",15,"Creuar per fora pas de vianants","Camió rígid <= 3,5 tones","Home","37","Vianant","Desconegut","Ferit lleu: Hospitalització fins a 24h",427852.37,4578677.85,"2.136373","41.354519"
"8899",8899,"2017S008038    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701266,"Litoral (Llobregat)","000840000","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",14,"No és causa del  vianant","Motocicleta","Home","57","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433114.82,4582556.54,"2.198844","41.389911"
"8900",8900,"2017S008039    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701487,"Transversal 7","0001 0001","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",15,"No és causa del  vianant","Furgoneta","Home","52","Vianant","Desconegut","Ferit lleu: Hospitalització fins a 24h",426149.64,4576109.59,"2.11633","41.331235"
"8901",8901,"2017S008040    ",4,"Les Corts",19,"les Corts",231502,"Numància","0215X0215X","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",13,"No és causa del  vianant","Motocicleta","Home","27","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",427382.84,4582829.91,"2.130258","41.391872"
"8902",8902,"2017S008041    ",2,"Eixample",5,"el Fort Pienc",73900,"Castillejos","0164 0166","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",13,"No és causa del  vianant","Motocicleta","Dona","29","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",431920.55,4583910.82,"2.184412","41.402005"
"8903",8903,"2017S008042    ",10,"Sant Martí",72,"Sant Martí de Provençals",169409,"Corts Catalanes","1029 1031","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",15,"No és causa del  vianant","Motocicleta","Dona","50","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433265.69,4585247.23,"2.200353","41.41416"
"8904",8904,"2017S008043    ",2,"Eixample",7,"la Dreta de l'Eixample",191204,"Mallorca","0333 0333","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",15,"No és causa del  vianant","Motocicleta","Home","28","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",430723.38,4583662.68,"2.170121","41.399669"
"8905",8905,"2017S008043    ",2,"Eixample",7,"la Dreta de l'Eixample",191204,"Mallorca","0333 0333","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",15,"No és causa del  vianant","Motocicleta","Home","40","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",430723.38,4583662.68,"2.170121","41.399669"
"8906",8906,"2017S008044    ",1,"Ciutat Vella",3,"la Barceloneta",248050,"Pau Vila","0014 0014","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",15,"No és causa del  vianant","Motocicleta","Home","36","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",432103.18,4581691.62,"2.18685","41.382035"
"8907",8907,"2017S008045    ",7,"Horta-Guinardó",43,"Horta",185700,"Llobregós","0048 0048","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Matí",13,"No és causa del  vianant","Autobús","Dona","89","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",429948.52,4586665.49,"2.160503","41.426649"
"8908",8908,"2017S008046    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",222206,"Motors","0042 0042","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",14,"No és causa del  vianant","Motocicleta","Dona","31","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",427727.58,4577874.3,"2.134975","41.347275"
"8909",8909,"2017S008047    ",10,"Sant Martí",68,"el Poblenou",181608,"Roc Boronat","0063 0063","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",16,"No és causa del  vianant","Autobús","Dona","31","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",433055.28,4583665.65,"2.198016","41.399894"
"8910",8910,"2017S008047    ",10,"Sant Martí",68,"el Poblenou",181608,"Roc Boronat","0063 0063","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",16,"No és causa del  vianant","Autobús","Home","45","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",433055.28,4583665.65,"2.198016","41.399894"
"8911",8911,"2017S008047    ",10,"Sant Martí",68,"el Poblenou",181608,"Roc Boronat","0063 0063","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",16,"No és causa del  vianant","Autobús","Home","52","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433055.28,4583665.65,"2.198016","41.399894"
"8912",8912,"2017S008047    ",10,"Sant Martí",68,"el Poblenou",181608,"Roc Boronat","0063 0063","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",16,"No és causa del  vianant","Turisme","Home","41","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",433055.28,4583665.65,"2.198016","41.399894"
"8913",8913,"2017S008048    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",180208,"Londres","0093 0093","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",16,"No és causa del  vianant","Turisme","Home","82","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",429037.87,4582946.19,"2.150038","41.393074"
"8914",8914,"2017S008049    ",7,"Horta-Guinardó",36,"la Font d'en Fargues",317903,"Santa Otília","0045 0045","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",16,"No és causa del  vianant","Motocicleta","Dona","43","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",429800.01,4586197.87,"2.158786","41.422421"
"8915",8915,"2017S008049    ",7,"Horta-Guinardó",36,"la Font d'en Fargues",317903,"Santa Otília","0045 0045","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",16,"No és causa del  vianant","Motocicleta","Home","54","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",429800.01,4586197.87,"2.158786","41.422421"
"8916",8916,"2017S008050    ",8,"Nou Barris",52,"la Prosperitat",701267,"Dalt (Besòs)","0002E0000","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",17,"No és causa del  vianant","Motocicleta","Dona","26","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",431584.89,4588795.14,"2.179839","41.445974"
"8917",8917,"2017S008050    ",8,"Nou Barris",52,"la Prosperitat",701267,"Dalt (Besòs)","0002E0000","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",17,"No és causa del  vianant","Motocicleta","Dona","29","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",431584.89,4588795.14,"2.179839","41.445974"
"8918",8918,"2017S008051    ",2,"Eixample",6,"la Sagrada Família",289105,"Rosselló","0482 0482","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",17,"No és causa del  vianant","Ciclomotor","Dona","32","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",431393.73,4584660.8,"2.178022","41.408716"
"8919",8919,"2017S008051    ",2,"Eixample",6,"la Sagrada Família",289105,"Rosselló","0482 0482","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",17,"No és causa del  vianant","Ciclomotor","Home","30","Conductor","Presentat","Ferit lleu: Rebutja assistència sanitària",431393.73,4584660.8,"2.178022","41.408716"
"8920",8920,"2017S008052    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0156 0156","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",17,"No és causa del  vianant","Autobús","Dona","69","Passatger","Desconegut","Ferit lleu: Hospitalització fins a 24h",429308.96,4582186.08,"2.153368","41.386252"
"8921",8921,"2017S008053    ",4,"Les Corts",21,"Pedralbes",115400,"Esplugues","0075 0075","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",17,"No és causa del  vianant","Ciclomotor","Dona","21","Conductor","Presentat","Ferit lleu: Hospitalització fins a 24h",425583.72,4582622.36,"2.108767","41.389843"
"8922",8922,"2017S008054    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",700059,"Vallvidrera a les Planes","000520000","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",15,"No és causa del  vianant","Motocicleta","Home","26","Conductor","Presentat","Ferit lleu: Amb assistència sanitària en lloc d'accident",424650.38,4585930.55,"2.097196","41.41955"
"8923",8923,"2017S008055    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",33509,"Ballester","0047 0047","Divendres","Dv","Laboral",2017,9,"Setembre",29,"Tarda",19,"No és causa del  vianant","Motocicleta","Dona","20","Passatger","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",428730.59,4584520.48,"2.146181","41.407223"
